,Actual Speed,Goal Speed,Goal Status,Ori W,Ori X,Ori Y,Ori Z,Pos X,Pos Y,Pos Z,Time
2,-0.1375797883,0.0,0,0.9272405060000001,-0.0014253385000000001,0.0044418274,0.37443728800000003,0.0999231653,-25.4315698512,0.1960522536,2.6475
3,0.42262094650000004,0.0,0,0.9271690583000001,-0.0012621318,0.0030976182,0.37462828130000003,0.1015417829,-25.4302491101,0.1960064984,2.69
4,-1.42283e-05,0.0,0,0.9271458092,-0.0011064137000000001,0.002812399,0.3746885571,0.1026111675,-25.4295241196,0.1958336949,2.7425
5,0.3119860465,0.0,0,0.9272010856,-0.00021023260000000002,0.0007621486,0.3745631079,0.104068646,-25.4283757506,0.19561915230000002,2.795
6,0.0943881817,0.0,0,0.9272112170000001,-0.0012505942000000001,0.002936306,0.3745252637,0.1068845181,-25.4255890952,0.19572560460000002,2.8525
7,0.1133180384,0.0,0,0.9271769647,-0.0017155519000000001,0.0040371401,0.3745979639,0.1077554832,-25.4247136841,0.1958624499,2.885
8,-0.2262315949,1.1968407295,0,0.9272097348,-0.0004260774,0.0014669695,0.374539416,0.1101573769,-25.422567809,0.1959467526,2.935
9,0.2311237723,1.2852468339,0,0.9269334659,0.0048401434,-0.011378293900000001,0.3750219422,0.1193454765,-25.4149486537,0.1955386308,2.99
10,0.6120224988,1.2852468339,0,0.9262607637,0.0034878755000000003,-0.0056698435000000005,0.3768244754,0.13669355090000002,-25.3984692947,0.19518640040000002,3.0375
11,0.7606596542,2.8934967945,0,0.9245164772000001,0.0043917178,-0.0064855321,0.3810615882,0.156768069,-25.3774713165,0.1950723708,3.0775
12,0.9490322161,4.9950848728,0,0.9213421697,0.0052925159,-0.0090934168,0.3886102229,0.1937131667,-25.3364258765,0.195548791,3.135
13,1.3305341535,4.9928488814000005,0,0.9195039723,0.0052154287,-0.0072628766,0.3929790006,0.2336350013,-25.292439057,0.19580417700000002,3.185
14,1.5057279584,4.5751124183,0,0.9187997519000001,0.0046551308,-0.006373960200000001,0.3946450535,0.28504272080000004,-25.2371478764,0.19606379840000002,3.24
15,1.9107991113,4.4269805434,0,0.9191412957,0.00464333,-0.0082665812,0.3938138921,0.35637838650000003,-25.1620428466,0.1962130222,3.2925
16,1.9917701684,4.3848772106,0,0.9192967248,0.0042318634,-0.0064156566,0.3934901046,0.4295156547,-25.0868502755,0.19635515890000002,3.335
17,2.4795686383,4.3938909156,0,0.9191473423000001,0.0060047919000000005,-0.0070503627,0.3938050254,0.49070795180000004,-25.0242983668,0.1965061907,3.385
18,2.7839197814,4.3938909156,0,0.9200508930000001,0.0047659182,-0.0063782531,0.39171795740000004,0.5992450509,-24.9119804728,0.1964253158,3.445
19,2.9297831779,4.3736815957,0,0.9203007388000001,0.0054644219,-0.0060742413,0.3911263145,0.6795353481,-24.8296985354,0.1965056433,3.4875
20,3.1318551406,4.3401597819,0,0.920312686,0.0049371546,-0.0057685001,0.39110984260000003,0.7998485899000001,-24.7059458168,0.19647718290000002,3.535
21,3.4569178261,4.3770929917,0,0.9200146043,0.0048055223,-0.0075498481,0.3917818712,0.9251180991,-24.5766229392,0.1964756698,3.585
22,4.0956254822,4.2128274136,0,0.9206313666,0.0037848693000000003,-0.0034158468,0.3903996589,1.0938955093,-24.400607001,0.1965243577,3.6525
23,4.0633707025,4.1837042309,0,0.9199811433,0.0033383764000000002,-0.0021810063,0.3919423356,1.1976898045,-24.2931306093,0.19666098170000001,3.69
24,4.1335122307,4.4440208091,0,0.9189783640000001,0.0007794044000000001,0.0028403338000000003,0.3942969585,1.3398480365,-24.1445148577,0.1968255474,3.74
25,3.9227335691,4.1244615133,0,0.9176304562,0.0008742372,0.0043044918,0.3974104338,1.482890902,-23.9919621843,0.1967298307,3.7875
26,4.587964208,4.1771685279,0,0.9162224325,0.0025780164,0.0017867507000000002,0.4006577287,1.6249387769,-23.8375110709,0.19670791410000002,3.8375
27,4.5022750127,3.7533613981,0,0.9157402729,0.0011891346,0.0031021278,0.4017570352,1.7804966216,-23.6658351012,0.1968067427,3.8925
28,4.2225303539,3.2424843905,0,0.9147296338,-0.0011113734,0.008702622,0.4039711949,1.9127586284,-23.520256073,0.196903924,3.9425
